JP,EN
#Message#,#Message#
\C[3]窓からはリビングが見える。,\C[3]I can see the living room through the window.
##,##
,
#Message#,#Message#
\.\C[3]が、明かりが点いていない。,\.\C[3]But... the lights aren't on.
##,##
,
,
"**********Event4********** (akari) (5,3)","**********Event4********** (akari) (5,3)"
-----Page1-----,-----Page1-----
#Message#,#Message#
\C[3]玄関を照らすおしゃれなランプだ。,\C[3]A fancy lamp lights up the front porch.
##,##
,
#Message#,#Message#
\.\C[3]…停電しているわけではないのか。,\.\C[3]...So it's not a power outage?
##,##
,
,
"**********Event5********** (kura) (3,6)","**********Event5********** (kura) (3,6)"
-----Page1-----,-----Page1-----
#Message#,#Message#
\C[3]うちの表札だ。,\C[3]The house nameplate.
##,##
,
,
"**********Event22********** (tobira) (6,5)","**********Event22********** (tobira) (6,5)"
-----Page1-----,-----Page1-----
#Message#,#Message#
\C[3]見慣れた玄関のドアだ。,\C[3]My good old front door.
##,##
,
{SE: warning2},{SE: warning2}
#Message#,#Message#
\.\C[3]…カギが開いている…！,\.\C[3]...The door's unlocked...!
##,##
,
,
,
=====Map6===== (モック用),=====Map6===== (モック用)
,
"**********Event1********** (EV001) (1,0)","**********Event1********** (EV001) (1,0)"
-----Page1-----,-----Page1-----
{ジョー} [ジョー / cara1-1],{ジョー} [ジョー / cara1-1]
#Message#,#Message#
「よっ！」,"Yo!"
##,##
,
[ジョー / cara1-2],[ジョー / cara1-2]
#Message#,#Message#
\.「それじゃ　話し合いを始めよーかね」,"\.""Okay, let's get a discussion started."""
##,##
,
{変なおっさん} [ミシマ / cara12-1],{変なおっさん} [ミシマ / cara12-1]
#Message#,#Message#
\.「モック版ではシステムの雰囲気を感じ取れるように,"\.""For this mockup version, let us try it out"
　やってみます」, to get a feel for what the system is like."
##,##
,
#Message#,#Message#
\.「まずは議題が必要だね」,"\.""First, we need a topic."""
##,##
,
,
,
=====Map8===== (OP6　家廊下),=====Map8===== (OP6　家廊下)
,
"**********Event1********** (EV001) (1,0)","**********Event1********** (EV001) (1,0)"
-----Page1-----,-----Page1-----
{サラ},{サラ}
#Message#,#Message#
「暗い…　なんで電気が点いてないんだ…」,"It's dark... Why aren't the lights on...?"
##,##
,
#Message#,#Message#
\.「お母さん！　お父さん！,\."Mom! Dad!
　帰ってきてないの？」, Are you home?"
##,##
,
-----Page3-----,-----Page3-----
{ジョー} [ジョー / cara1-5],{ジョー} [ジョー / cara1-5]
#Message#,#Message#
「サラ!!」,"Sara!!"
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「ジョー！」,\."Joe!"
##,##
,
#Message#,#Message#
\.「お願い！助けて！,"\.""Please, help!"
　お母さんが倒れてるの！」, My mom collapsed!"
##,##
,
{ジョー} [ジョー / cara1-4],{ジョー} [ジョー / cara1-4]
#Message#,#Message#
\.「落ち着け！　病院か警察に電話したか!?」,"\.""Stay calm! Did you call the hospital, the cops?!"""
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「まだ…！,\."Not yet...!
　電話…電話しなきゃ…」, I need... I need to call..."
##,##
,
{ジョー} [ジョー / cara1-5],{ジョー} [ジョー / cara1-5]
#Message#,#Message#
\.「オレがする！,\."I'll handle it!
　いいからサラ！　お前はまず冷静になれ！」," Listen, Sara! You need to be calm!"""
##,##
,
{N/A},{N/A}
{SE: Phone2},{SE: Phone2}
#Message#,#Message#
\C[3]ジョーは電話をかけ始めた。,\C[3]Joe started to make a call.
##,##
,
{サラ},{サラ}
#Message#,#Message#
\C[4]（何をやってるんだろう…私は…,\.\C[4](What am I doing...?
　気が動転している…）, I'm all out of sorts...)
##,##
,
#Message#,#Message#
\C[4]（でも何かしないと…何か…）,\.\C[4](But I need to do something... Something...)
##,##
,
,
"**********Event2********** (kan) (6,6)","**********Event2********** (kan) (6,6)"
-----Page1-----,-----Page1-----
#Message#,#Message#
\C[3]観葉植物が倒れている…,\C[3]The plant's fallen over...
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.\C[4]（なんだか家の様子が変だ…）,\.\C[4](Something's weird about the house...)
##,##
,
,
"**********Event3********** (dan) (9,3)","**********Event3********** (dan) (9,3)"
-----Page1-----,-----Page1-----
#Message#,#Message#
\C[3]２階へ続く階段だ。,\C[3]The stairs to the second floor.
２階には自分の部屋と、両親の部屋がある。,My room is up there.
##,##
,
,
"**********Event5********** (EV005) (15,11)","**********Event5********** (EV005) (15,11)"
-----Page1-----,-----Page1-----
{N/A},{N/A}
#Message#,#Message#
\C[3]サラの部屋のカギだ。,\C[3]The key to Sara's room.
##,##
,
,
"**********Event13********** (oya) (3,4)","**********Event13********** (oya) (3,4)"
-----Page1-----,-----Page1-----
#Message#,#Message#
\C[3]こっちにはトイレがある。,\C[3]Over here is the bathroom.
##,##
,
,
"**********Event14********** (ribi) (12,4)","**********Event14********** (ribi) (12,4)"
-----Page1-----,-----Page1-----
#Message#,#Message#
\C[3]リビングルームだ。,\C[3]The living room.
##,##
,
#Message#,#Message#
\C[3]普段ならお母さんがテレビでも見ながら,"\.\C[3]Normally, mom would be in here"
待ってるハズだが…,watching TV and waiting for me...
##,##
,
-----Page2-----,-----Page2-----
#Message#,#Message#
\C[3]リビングルームだ。,\C[3]The living room.
##,##
,
#Message#,#Message#
\C[3]お母さんが…お母さんが…,\.\C[3]Mom... mom's...
##,##
,
,
"**********Event15********** (TOTO) (11,4)","**********Event15********** (TOTO) (11,4)"
-----Page1-----,-----Page1-----
#Message#,#Message#
\C[3]奥には両親の部屋につながる扉がある。,\C[3]Back there is the door to my parents' room.
##,##
,
,
,
=====Map9===== (OP7　リビング),=====Map9===== (OP7　リビング)
,
"**********Event1********** (EV001) (1,0)","**********Event1********** (EV001) (1,0)"
-----Page1-----,-----Page1-----
#Message#,#Message#
\C[3]電気が点いておらず　真っ暗だ,\C[3]It's pitch black.
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「おかしいよ…,\."This is bizarre...
　誰もいないわけないのに…！」, There can't be no one here!"
##,##
,
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
\.\C[4]「\C[2]電気\C[4]を点けよう…！」,\.\C[4](I'll turn on the \C[2]lights\C[4]...!)
##,##
,
,
"**********Event2********** (den) (13,3)","**********Event2********** (den) (13,3)"
-----Page1-----,-----Page1-----
{N/A},{N/A}
#Message#,#Message#
\C[3]電気のスイッチがある,\C[3]The light switch.
##,##
,
#Choice#,#Choice#
電気を点ける,Turn on lights
やめる,Cancel
##,##
,
<電気を点ける>,<電気を点ける>
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
{サラ},{サラ}
#Message#,#Message#
\C[4]（いやな予感がする…）,\C[4](I have a bad feeling...)
##,##
,
#Choice#,#Choice#
それでも電気を点ける,Still turn on lights
やめる,Cancel
##,##
,
<それでも電気を点ける>,<それでも電気を点ける>
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
{サラ},{サラ}
#Message#,#Message#
\C[4]（…よし　点けるぞ）,"\C[4](...Okay, turning them on!)"
##,##
,
{SE: horror_3},{SE: horror_3}
#Message#,#Message#
\sp[20]\at[2]「…おかあ…さん…？」\.\.,\sp[20]\at[2]"...M... Mom...?"\.\.
##,##
,
#Message#,#Message#
\.「おかあさん！」,\."Mom!!"
##,##
,
#Message#,#Message#
\.「お母さん！　お母さん!!」,\."Mom! Mom!!"
##,##
,
-----Page2-----,-----Page2-----
#Message#,#Message#
\C[3]電気はもう点いている,\C[3]The lights are already on.
##,##
,
,
"**********Event3********** (haha) (13,7)","**********Event3********** (haha) (13,7)"
-----Page1-----,-----Page1-----
{サラ},{サラ}
#Message#,#Message#
「お母さん！　しっかりして！」,"Mom! Hang in there!"
##,##
,
{N/A},{N/A}
#Message#,#Message#
\.\C[3]…呼吸はしている。,\.\C[3]...She's breathing.
気を失っているようだ。,It looks like she fainted.
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「どうしよう…　どうしよう…」,\."What do I do... What do I do..."
##,##
,
,
"**********Event4********** (EV004) (3,8)","**********Event4********** (EV004) (3,8)"
-----Page1-----,-----Page1-----
{N/A},{N/A}
#Message#,#Message#
\C[3]カギが落ちている。,\C[3]There's a key on the floor.
##,##
,
#Message#,#Message#
\.\C[2]自室のカギ\C[3]を手に入れた。,\.\C[3]Obtained \C[2]Room Key\C[3].
##,##
,
{サラ},{サラ}
#Message#,#Message#
「なんでこんな所に…」,\."Why is this here...?"
##,##
,
,
"**********Event6********** (EV006) (15,11)","**********Event6********** (EV006) (15,11)"
-----Page1-----,-----Page1-----
{N/A},{N/A}
#Message#,#Message#
\C[3]サラの部屋のカギだ。,\C[3]The key to Sara's room.
##,##
,
,
"**********Event12********** (TV) (6,3)","**********Event12********** (TV) (6,3)"
-----Page1-----,-----Page1-----
{N/A},{N/A}
#Message#,#Message#
\C[3]…暗くてよくわからない。,\C[3]...Too dark to see.
##,##
,
-----Page2-----,-----Page2-----
{N/A},{N/A}
#Message#,#Message#
\.\C[3]壁掛けのテレビだ。,\.\C[3]A wall-mounted TV.
##,##
,
,
"**********Event25********** (sya) (6,1)","**********Event25********** (sya) (6,1)"
-----Page1-----,-----Page1-----
{N/A},{N/A}
#Message#,#Message#
\C[3]…暗くてよくわからない。,\C[3]...Too dark to see.
##,##
,
-----Page2-----,-----Page2-----
{N/A},{N/A}
#Message#,#Message#
\.\C[3]幼いころに亡くなった祖父の写真だ。,\.\C[3]A photo of my grandfather who died when I was young.
##,##
,
,
"**********Event26********** (sya) (3,3)","**********Event26********** (sya) (3,3)"
-----Page1-----,-----Page1-----
{N/A},{N/A}
#Message#,#Message#
\C[3]…暗くてよくわからない。,\C[3]...Too dark to see.
##,##
,
-----Page2-----,-----Page2-----
{N/A},{N/A}
#Message#,#Message#
\.\C[3]北海道へ家族旅行に行った時の写真だ。,\.\C[3]A photo from a family trip to Hokkaido.
##,##
,
,
"**********Event27********** (hon) (2,2)","**********Event27********** (hon) (2,2)"
-----Page1-----,-----Page1-----
{N/A},{N/A}
#Message#,#Message#
\C[3]…暗くてよくわからない。,\C[3]...Too dark to see.
##,##
,
-----Page2-----,-----Page2-----
{N/A},{N/A}
#Message#,#Message#
\.\C[3]本棚だ。お父さんの難しそうな本から漫画や雑誌まで,\.\C[3]Bookshelves. Ranging from dad's complicated books
特に法則なく置かれている。,"to manga and magazines, they're not at all organized."
##,##
,
,
"**********Event35********** (tya) (5,5)","**********Event35********** (tya) (5,5)"
-----Page1-----,-----Page1-----
{N/A},{N/A}
#Message#,#Message#
\C[3]…暗くてよくわからない。,\C[3]...Too dark to see.
##,##
,
-----Page2-----,-----Page2-----
{N/A},{N/A}
#Message#,#Message#
\.\C[3]おしゃれな器が並んでる。,\.\C[3]Fancy containers.
##,##
,
,
"**********Event37********** (boto) (7,7)","**********Event37********** (boto) (7,7)"
-----Page1-----,-----Page1-----
{N/A},{N/A}
#Message#,#Message#
\C[3]…暗くてよくわからない。,\C[3]...Too dark to see.
##,##
,
-----Page2-----,-----Page2-----
{N/A},{N/A}
#Message#,#Message#
\.\C[3]洗ったボトルがいつもの場所に置かれている。,"\.\C[3]A washed bottle, in its usual location."
##,##
,
,
"**********Event42********** (tobi) (10,2)","**********Event42********** (tobi) (10,2)"
-----Page1-----,-----Page1-----
{N/A},{N/A}
#Message#,#Message#
\C[3]…暗くてよくわからない。,\C[3]...Too dark to see.
##,##
,
-----Page2-----,-----Page2-----
{N/A},{N/A}
#Message#,#Message#
\.\C[3]両親の部屋につながる扉だ。,\.\C[3]A door leading to my parents' room.
##,##
,
,
"**********Event56********** (tobi2) (1,1)","**********Event56********** (tobi2) (1,1)"
-----Page1-----,-----Page1-----
{N/A},{N/A}
#Message#,#Message#
\.\C[3]廊下につながる扉だ。,\.\C[3]The door to the hallway.
##,##
,
,
,
=====Map10===== (OP8　自室),=====Map10===== (OP8　自室)
,
"**********Event2********** (heya) (7,4)","**********Event2********** (heya) (7,4)"
-----Page1-----,-----Page1-----
#Message#,#Message#
\C[3]カギがかかっている。,\C[3]It's locked.
##,##
,
{サラ},{サラ}
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
\C[4]（これで開けよう…）,\C[4](I'll open it...)
##,##
,
#Message#,#Message#
\.\C[4]（誰かが入ってカギをかけた…？）,\.\C[4](Who came in and locked the door to my room...?)
##,##
,
#Message#,#Message#
\.\C[4]（お父さん…じゃないよね…）,\.\C[4](Not dad... right?)
##,##
,
{N/A},{N/A}
#Message#,#Message#
\C[2]自室のカギ\C[3]を使った。,\C[3]Used the \C[2]Room Key\C[3].
##,##
,
{SE: Open5},{SE: Open5}
#Message#,#Message#
\C[3]ドアを開けた。,\C[3]The door opened.
##,##
,
-----Page2-----,-----Page2-----
{サラ},{サラ}
#Message#,#Message#
「お父さん!?　お父さん居るの!?」,"""Dad?! Dad, are you here?!"""
##,##
,
#Message#,#Message#
\.「お母さんが倒れちゃったの！,\."Mom collapsed!
　お父さん…どこ…」, Dad... Where are..."
##,##
,
{N/A},{N/A}
#Message#,#Message#
\|\|\^,\|\|\^
##,##
,
{SE: horror_3},{SE: horror_3}
#Message#,#Message#
\|\^,\|\^
##,##
,
#Message#,#Message#
\|\.\.\^,\|\.\.\^
##,##
,
#Message#,#Message#
\|\|\|\^,\|\|\|\^
##,##
,
#Message#,#Message#
　　　　　\SP[5]キミガシネ　－多数決デスゲームー\|\|\|\^,       \SP[8]Your Turn To Die -Death Game By Majority-\|\|\|\^
##,##
,
#Message#,#Message#
　　　　　　　　　　\SP[5]制作・ナンキダイ\|\|\|\^,                 \SP[8]Presented by Nankidai\|\|\|\^
##,##
,
#Message#,#Message#
\|\|\|\|\|\^,\|\|\|\|\|\^
##,##
,
,
"**********Event3********** (EV003) (15,11)","**********Event3********** (EV003) (15,11)"
-----Page1-----,-----Page1-----
{N/A},{N/A}
#Message#,#Message#
\C[3]サラの部屋のカギだ。,\C[3]The key to Sara's room.
##,##
,
,
,
=====Map11===== (試練１　OP),=====Map11===== (試練１　OP)
,
"**********Event1********** (EV001) (1,0)","**********Event1********** (EV001) (1,0)"
-----Page1-----,-----Page1-----
#Message#,#Message#
\C[3]う…,\C[3]Ugh...
##,##
,
#Message#,#Message#
\.\C[3]ここはどこだろう…,"\.\C[3]Where is this, I wonder..."
##,##
,
#Message#,#Message#
\.\C[3]目の前に見えるのは天井か…,\.\C[3]Am I looking at the ceiling...?
##,##
,
#Message#,#Message#
\.\C[3]なぜここで寝ているんだろう…,\.\C[3]Why am I sleeping here...?
##,##
,
#Choice#,#Choice#
状況を思い出す,Remember the situation
自分を思い出す,Remember myself
##,##
,
<状況を思い出す>,<状況を思い出す>
,
{サラ},{サラ}
#Message#,#Message#
\.\C[4]（ええと…確か私は家に帰って…）,\.\C[4](Err... I think I went home...)
##,##
,
#Message#,#Message#
\.\C[4]（そうだ…お母さんは…！）,"\.\C[4](Right, and then mom...!)"
